Kvote;Lærested;Opptaksrunde;Studiekode;Studienavn;Studiested;Utdanningsområde og -type;År;Poenggrense
Førstegangsvitnemålskvote;UIB;Suppleringsopptak;184 698;Samfunnsøkonomi, master;;ØKADM;2022;50.7
Ordinær kvote;NTNU;Suppleringsopptak;194 818;Samfunnsøkonomi, master;;ØKADM;2022;51.6
Ordinær kvote;UIB;Suppleringsopptak;184 698;Samfunnsøkonomi, master;;ØKADM;2022;52.5
Førstegangsvitnemålskvote;UIO;Hovedopptak;185 698;Samfunnsøkonomisk analyse;;ØKADM;2022;42.3
Ordinær kvote;UIO;Hovedopptak;185 698;Samfunnsøkonomisk analyse;;ØKADM;2022;52.6
Førstegangsvitnemålskvote;UIO;Suppleringsopptak;185 698;Samfunnsøkonomisk analyse;;ØKADM;2022;42.3
Ordinær kvote;UIO;Suppleringsopptak;185 698;Samfunnsøkonomisk analyse;;ØKADM;2022;52.6
Førstegangsvitnemålskvote;UIT;Hovedopptak;186 474;Samfunnsplanlegging ;;SAMFUNN;2022;0
Ordinær kvote;UIT;Hovedopptak;186 474;Samfunnsplanlegging ;;SAMFUNN;2022;0
Førstegangsvitnemålskvote;UIT;Suppleringsopptak;186 474;Samfunnsplanlegging ;;SAMFUNN;2022;0
Ordinær kvote;UIT;Suppleringsopptak;186 474;Samfunnsplanlegging ;;SAMFUNN;2022;0
Førstegangsvitnemålskvote;UIA;Hovedopptak;201 474;Samfunnsplanlegging og kommunikasjon;;SAMFUNN;2022;0
Ordinær kvote;UIA;Hovedopptak;201 474;Samfunnsplanlegging og kommunikasjon;;SAMFUNN;2022;0
Førstegangsvitnemålskvote;UIA;Suppleringsopptak;201 474;Samfunnsplanlegging og kommunikasjon;;SAMFUNN;2022;0
Ordinær kvote;UIA;Suppleringsopptak;201 474;Samfunnsplanlegging og kommunikasjon;;SAMFUNN;2022;0
Førstegangsvitnemålskvote;UIA;Hovedopptak;201 646;Samfunnsrettet ernæring;;HELSEFAG - ANNET;2022;0
Ordinær kvote;UIA;Hovedopptak;201 646;Samfunnsrettet ernæring;;HELSEFAG - ANNET;2022;0
Førstegangsvitnemålskvote;UIA;Suppleringsopptak;201 646;Samfunnsrettet ernæring;;HELSEFAG - ANNET;2022;-1
Ordinær kvote;UIA;Suppleringsopptak;201 646;Samfunnsrettet ernæring;;HELSEFAG - ANNET;2022;-1
Førstegangsvitnemålskvote;UIA;Hovedopptak;201 864;Samfunnsrettet ernæringsarbeid;;HELSEFAG - ERNÆRING;2022;0
Ordinær kvote;UIA;Hovedopptak;201 864;Samfunnsrettet ernæringsarbeid;;HELSEFAG - ERNÆRING;2022;0
Førstegangsvitnemålskvote;UIA;Suppleringsopptak;201 864;Samfunnsrettet ernæringsarbeid;;HELSEFAG - ERNÆRING;2022;-1
Ordinær kvote;UIA;Suppleringsopptak;201 864;Samfunnsrettet ernæringsarbeid;;HELSEFAG - ERNÆRING;2022;-1
Førstegangsvitnemålskvote;UIT;Hovedopptak;186 877;Samfunnssikkerhet og miljø;;SAMFUNN;2022;0
Ordinær kvote;UIT;Hovedopptak;186 877;Samfunnssikkerhet og miljø;;SAMFUNN;2022;46
Førstegangsvitnemålskvote;UIT;Suppleringsopptak;186 877;Samfunnssikkerhet og miljø;;SAMFUNN;2022;0
Ordinær kvote;UIT;Suppleringsopptak;186 877;Samfunnssikkerhet og miljø;;SAMFUNN;2022;46
Førstegangsvitnemålskvote;HVO;Hovedopptak;223 452;Samfunnsutvikling;;ØKADM;2022;0
Ordinær kvote;HVO;Hovedopptak;223 452;Samfunnsutvikling;;ØKADM;2022;0
Førstegangsvitnemålskvote;HVO;Suppleringsopptak;223 452;Samfunnsutvikling;;ØKADM;2022;0
Ordinær kvote;HVO;Suppleringsopptak;223 452;Samfunnsutvikling;;ØKADM;2022;0
Førstegangsvitnemålskvote;NTNU;Hovedopptak;194 324;Samfunnsvitenskapelige fag, emnestudier;;SAMFUNN;2022;42.9
Ordinær kvote;NTNU;Hovedopptak;194 324;Samfunnsvitenskapelige fag, emnestudier;;SAMFUNN;2022;54
Førstegangsvitnemålskvote;NTNU;Suppleringsopptak;194 324;Samfunnsvitenskapelige fag, emnestudier;;SAMFUNN;2022;0
Ordinær kvote;NTNU;Suppleringsopptak;194 324;Samfunnsvitenskapelige fag, emnestudier;;SAMFUNN;2022;0
Førstegangsvitnemålskvote;UIB;Hovedopptak;184 238;Sammenliknende politikk, årsstudium;;SAMFUNN;2022;47
Ordinær kvote;UIB;Hovedopptak;184 238;Sammenliknende politikk, årsstudium;;SAMFUNN;2022;49.6
Førstegangsvitnemålskvote;UIB;Suppleringsopptak;184 238;Sammenliknende politikk, årsstudium;;SAMFUNN;2022;0
Ordinær kvote;UIB;Suppleringsopptak;184 238;Sammenliknende politikk, årsstudium;;SAMFUNN;2022;0
Førstegangsvitnemålskvote;UIB;Hovedopptak;184 878;Sammenliknende politikk, bachelor;;SAMFUNN;2022;46.3
Ordinær kvote;UIB;Hovedopptak;184 878;Sammenliknende politikk, bachelor;;SAMFUNN;2022;45.7
Førstegangsvitnemålskvote;UIB;Suppleringsopptak;184 878;Sammenliknende politikk, bachelor;;SAMFUNN;2022;46.3
Ordinær kvote;UIB;Suppleringsopptak;184 878;Sammenliknende politikk, bachelor;;SAMFUNN;2022;45
Førstegangsvitnemålskvote;INN;Hovedopptak;209 470;Serviceledelse og markedsføring;;ØKADM;2022;0
Ordinær kvote;INN;Hovedopptak;209 470;Serviceledelse og markedsføring;;ØKADM;2022;0
Førstegangsvitnemålskvote;INN;Suppleringsopptak;209 470;Serviceledelse og markedsføring;;ØKADM;2022;0
Ordinær kvote;INN;Suppleringsopptak;209 470;Serviceledelse og markedsføring;;ØKADM;2022;0
Førstegangsvitnemålskvote;NTNU;Hovedopptak;194 470;Shipping management;;TEKNO - MARITIM;2022;48.9
Ordinær kvote;NTNU;Hovedopptak;194 470;Shipping management;;TEKNO - MARITIM;2022;51.7
Førstegangsvitnemålskvote;NTNU;Suppleringsopptak;194 470;Shipping management;;TEKNO - MARITIM;2022;47.9
Ordinær kvote;NTNU;Suppleringsopptak;194 470;Shipping management;;TEKNO - MARITIM;2022;51.1
Førstegangsvitnemålskvote;NORD;Hovedopptak;204 738;Sirkulær bioøkonomi;;LANDOGHAVBRUK;2022;0
Ordinær kvote;NORD;Hovedopptak;204 738;Sirkulær bioøkonomi;;LANDOGHAVBRUK;2022;0
Førstegangsvitnemålskvote;NORD;Suppleringsopptak;204 738;Sirkulær bioøkonomi;;LANDOGHAVBRUK;2022;0
Ordinær kvote;NORD;Suppleringsopptak;204 738;Sirkulær bioøkonomi;;LANDOGHAVBRUK;2022;0
Førstegangsvitnemålskvote;USN;Hovedopptak;222 044;Skipsfart og logistikk;;TEKNO - MARITIM;2022;41.5
Ordinær kvote;USN;Hovedopptak;222 044;Skipsfart og logistikk;;TEKNO - MARITIM;2022;47.4
Førstegangsvitnemålskvote;USN;Suppleringsopptak;222 044;Skipsfart og logistikk;;TEKNO - MARITIM;2022;40.9
Ordinær kvote;USN;Suppleringsopptak;222 044;Skipsfart og logistikk;;TEKNO - MARITIM;2022;46.6
Førstegangsvitnemålskvote;INN;Hovedopptak;209 322;Skogbruk;;LANDOGHAVBRUK;2022;0
Ordinær kvote;INN;Hovedopptak;209 322;Skogbruk;;LANDOGHAVBRUK;2022;0
Førstegangsvitnemålskvote;INN;Suppleringsopptak;209 322;Skogbruk;;LANDOGHAVBRUK;2022;0
Ordinær kvote;INN;Suppleringsopptak;209 322;Skogbruk;;LANDOGHAVBRUK;2022;0
Førstegangsvitnemålskvote;NMBU;Hovedopptak;192 322;Skogfag;;REALFAG;2022;46.1
Ordinær kvote;NMBU;Hovedopptak;192 322;Skogfag;;REALFAG;2022;53.7
Førstegangsvitnemålskvote;NMBU;Suppleringsopptak;192 322;Skogfag;;REALFAG;2022;45.2
Ordinær kvote;NMBU;Suppleringsopptak;192 322;Skogfag;;REALFAG;2022;52.3
Førstegangsvitnemålskvote;UIA;Hovedopptak;201 336;Skolebibliotekkunnskap, deltid;;MEDIEFAG;2022;0
Ordinær kvote;UIA;Hovedopptak;201 336;Skolebibliotekkunnskap, deltid;;MEDIEFAG;2022;44.8
Førstegangsvitnemålskvote;UIA;Suppleringsopptak;201 336;Skolebibliotekkunnskap, deltid;;MEDIEFAG;2022;0
Ordinær kvote;UIA;Suppleringsopptak;201 336;Skolebibliotekkunnskap, deltid;;MEDIEFAG;2022;44.8
Førstegangsvitnemålskvote;HVO;Hovedopptak;223 439;Skuespill og scenekunst;;ESTETISK;2022;-1
Ordinær kvote;HVO;Hovedopptak;223 439;Skuespill og scenekunst;;ESTETISK;2022;-1
Førstegangsvitnemålskvote;HVO;Suppleringsopptak;223 439;Skuespill og scenekunst;;ESTETISK;2022;-1
Ordinær kvote;HVO;Suppleringsopptak;223 439;Skuespill og scenekunst;;ESTETISK;2022;-1
Førstegangsvitnemålskvote;VID;Hovedopptak;251 791;Sosial bærekraft;;SAMFUNN;2022;0
Ordinær kvote;VID;Hovedopptak;251 791;Sosial bærekraft;;SAMFUNN;2022;40
Førstegangsvitnemålskvote;VID;Suppleringsopptak;251 791;Sosial bærekraft;;SAMFUNN;2022;0
Ordinær kvote;VID;Suppleringsopptak;251 791;Sosial bærekraft;;SAMFUNN;2022;0
Førstegangsvitnemålskvote;VID;Hovedopptak;251 502;Sosial bærekraft og ledelse;;SAMFUNN;2022;0
Ordinær kvote;VID;Hovedopptak;251 502;Sosial bærekraft og ledelse;;SAMFUNN;2022;42.5
Førstegangsvitnemålskvote;VID;Suppleringsopptak;251 502;Sosial bærekraft og ledelse;;SAMFUNN;2022;0
Ordinær kvote;VID;Suppleringsopptak;251 502;Sosial bærekraft og ledelse;;SAMFUNN;2022;0
Førstegangsvitnemålskvote;UIO;Hovedopptak;185 879;Sosialantropologi;;SAMFUNN;2022;41.5
Førstegangsvitnemålskvote;UIT;Hovedopptak;186 879;Sosialantropologi;;SAMFUNN;2022;0
Ordinær kvote;UIO;Hovedopptak;185 879;Sosialantropologi;;SAMFUNN;2022;48
Ordinær kvote;UIT;Hovedopptak;186 879;Sosialantropologi;;SAMFUNN;2022;0
Førstegangsvitnemålskvote;UIO;Suppleringsopptak;185 879;Sosialantropologi;;SAMFUNN;2022;41.5
Førstegangsvitnemålskvote;UIT;Suppleringsopptak;186 879;Sosialantropologi;;SAMFUNN;2022;0
Ordinær kvote;UIO;Suppleringsopptak;185 879;Sosialantropologi;;SAMFUNN;2022;48
Ordinær kvote;UIT;Suppleringsopptak;186 879;Sosialantropologi;;SAMFUNN;2022;0
Førstegangsvitnemålskvote;NTNU;Hovedopptak;194 367;Sosialantropologi, årsstudium;;SAMFUNN;2022;43.5
Førstegangsvitnemålskvote;UIB;Hovedopptak;184 367;Sosialantropologi, årsstudium;;SAMFUNN;2022;42.1
Ordinær kvote;NTNU;Hovedopptak;194 367;Sosialantropologi, årsstudium;;SAMFUNN;2022;46.9
Ordinær kvote;UIB;Hovedopptak;184 367;Sosialantropologi, årsstudium;;SAMFUNN;2022;46.4
Førstegangsvitnemålskvote;NTNU;Suppleringsopptak;194 367;Sosialantropologi, årsstudium;;SAMFUNN;2022;37.1
Førstegangsvitnemålskvote;UIB;Suppleringsopptak;184 367;Sosialantropologi, årsstudium;;SAMFUNN;2022;38.6
Ordinær kvote;NTNU;Suppleringsopptak;194 367;Sosialantropologi, årsstudium;;SAMFUNN;2022;43.1
Ordinær kvote;UIB;Suppleringsopptak;184 367;Sosialantropologi, årsstudium;;SAMFUNN;2022;45.2
Førstegangsvitnemålskvote;NTNU;Hovedopptak;194 879;Sosialantropologi, bachelor;;SAMFUNN;2022;36.8
Førstegangsvitnemålskvote;UIB;Hovedopptak;184 879;Sosialantropologi, bachelor;;SAMFUNN;2022;34.8
Ordinær kvote;NTNU;Hovedopptak;194 879;Sosialantropologi, bachelor;;SAMFUNN;2022;36.8
Ordinær kvote;UIB;Hovedopptak;184 879;Sosialantropologi, bachelor;;SAMFUNN;2022;33.4
Førstegangsvitnemålskvote;NTNU;Suppleringsopptak;194 879;Sosialantropologi, bachelor;;SAMFUNN;2022;0
Førstegangsvitnemålskvote;UIB;Suppleringsopptak;184 879;Sosialantropologi, bachelor;;SAMFUNN;2022;0
Ordinær kvote;NTNU;Suppleringsopptak;194 879;Sosialantropologi, bachelor;;SAMFUNN;2022;0
Ordinær kvote;UIB;Suppleringsopptak;184 879;Sosialantropologi, bachelor;;SAMFUNN;2022;33.4
Førstegangsvitnemålskvote;HIØ;Hovedopptak;224 080;Sosialt arbeid;;HELSEFAG - SOSIONOM;2022;43.2
Førstegangsvitnemålskvote;INN;Hovedopptak;209 080;Sosialt arbeid;;HELSEFAG - SOSIONOM;2022;41.3
Førstegangsvitnemålskvote;NTNU;Hovedopptak;194 080;Sosialt arbeid;;HELSEFAG - SOSIONOM;2022;49.6
Førstegangsvitnemålskvote;OSLOMET;Hovedopptak;215 080;Sosialt arbeid;;HELSEFAG - SOSIONOM;2022;47.3
Førstegangsvitnemålskvote;UIA;Hovedopptak;201 080;Sosialt arbeid;;HELSEFAG - SOSIONOM;2022;47
Førstegangsvitnemålskvote;UIS;Hovedopptak;217 080;Sosialt arbeid;;HELSEFAG - SOSIONOM;2022;42.4
Førstegangsvitnemålskvote;VID;Hovedopptak;251 080;Sosialt arbeid;;HELSEFAG - SOSIONOM;2022;44.7
Ordinær kvote;HIØ;Hovedopptak;224 080;Sosialt arbeid;;HELSEFAG - SOSIONOM;2022;50.5
Ordinær kvote;INN;Hovedopptak;209 080;Sosialt arbeid;;HELSEFAG - SOSIONOM;2022;46.1
Ordinær kvote;NTNU;Hovedopptak;194 080;Sosialt arbeid;;HELSEFAG - SOSIONOM;2022;52.6
Ordinær kvote;OSLOMET;Hovedopptak;215 080;Sosialt arbeid;;HELSEFAG - SOSIONOM;2022;54
Ordinær kvote;UIA;Hovedopptak;201 080;Sosialt arbeid;;HELSEFAG - SOSIONOM;2022;52.4
Ordinær kvote;UIS;Hovedopptak;217 080;Sosialt arbeid;;HELSEFAG - SOSIONOM;2022;47.6
Ordinær kvote;VID;Hovedopptak;251 080;Sosialt arbeid;;HELSEFAG - SOSIONOM;2022;51.4
Førstegangsvitnemålskvote;HIØ;Suppleringsopptak;224 080;Sosialt arbeid;;HELSEFAG - SOSIONOM;2022;43.2
Førstegangsvitnemålskvote;INN;Suppleringsopptak;209 080;Sosialt arbeid;;HELSEFAG - SOSIONOM;2022;41.3
Førstegangsvitnemålskvote;NTNU;Suppleringsopptak;194 080;Sosialt arbeid;;HELSEFAG - SOSIONOM;2022;49.6
Førstegangsvitnemålskvote;OSLOMET;Suppleringsopptak;215 080;Sosialt arbeid;;HELSEFAG - SOSIONOM;2022;47
Førstegangsvitnemålskvote;UIA;Suppleringsopptak;201 080;Sosialt arbeid;;HELSEFAG - SOSIONOM;2022;47
Førstegangsvitnemålskvote;UIS;Suppleringsopptak;217 080;Sosialt arbeid;;HELSEFAG - SOSIONOM;2022;42.4
Førstegangsvitnemålskvote;VID;Suppleringsopptak;251 080;Sosialt arbeid;;HELSEFAG - SOSIONOM;2022;43.9
Ordinær kvote;HIØ;Suppleringsopptak;224 080;Sosialt arbeid;;HELSEFAG - SOSIONOM;2022;50
Ordinær kvote;INN;Suppleringsopptak;209 080;Sosialt arbeid;;HELSEFAG - SOSIONOM;2022;46.1
Ordinær kvote;NTNU;Suppleringsopptak;194 080;Sosialt arbeid;;HELSEFAG - SOSIONOM;2022;52.6
Ordinær kvote;OSLOMET;Suppleringsopptak;215 080;Sosialt arbeid;;HELSEFAG - SOSIONOM;2022;53.7
Ordinær kvote;UIA;Suppleringsopptak;201 080;Sosialt arbeid;;HELSEFAG - SOSIONOM;2022;52.4
Ordinær kvote;UIS;Suppleringsopptak;217 080;Sosialt arbeid;;HELSEFAG - SOSIONOM;2022;47.6
Ordinær kvote;VID;Suppleringsopptak;251 080;Sosialt arbeid;;HELSEFAG - SOSIONOM;2022;51.3
Førstegangsvitnemålskvote;UIT;Hovedopptak;186 080;Sosialt arbeid, Alta;;HELSEFAG - SOSIONOM;2022;0
Ordinær kvote;UIT;Hovedopptak;186 080;Sosialt arbeid, Alta;;HELSEFAG - SOSIONOM;2022;42.2
Førstegangsvitnemålskvote;UIT;Suppleringsopptak;186 080;Sosialt arbeid, Alta;;HELSEFAG - SOSIONOM;2022;0
Ordinær kvote;UIT;Suppleringsopptak;186 080;Sosialt arbeid, Alta;;HELSEFAG - SOSIONOM;2022;42.2
Førstegangsvitnemålskvote;HVO;Hovedopptak;223 070;Sosialt arbeid, barnevernspedagog;;HELSEFAG - BARNEVER;2022;30
Ordinær kvote;HVO;Hovedopptak;223 070;Sosialt arbeid, barnevernspedagog;;HELSEFAG - BARNEVER;2022;41.8
Førstegangsvitnemålskvote;HVO;Suppleringsopptak;223 070;Sosialt arbeid, barnevernspedagog;;HELSEFAG - BARNEVER;2022;0
Ordinær kvote;HVO;Suppleringsopptak;223 070;Sosialt arbeid, barnevernspedagog;;HELSEFAG - BARNEVER;2022;41.6
Førstegangsvitnemålskvote;HVL;Hovedopptak;203 080;Sosialt arbeid, Bergen;;HELSEFAG - SOSIONOM;2022;49.2
Ordinær kvote;HVL;Hovedopptak;203 080;Sosialt arbeid, Bergen;;HELSEFAG - SOSIONOM;2022;54.5
Førstegangsvitnemålskvote;HVL;Suppleringsopptak;203 080;Sosialt arbeid, Bergen;;HELSEFAG - SOSIONOM;2022;49.2
Ordinær kvote;HVL;Suppleringsopptak;203 080;Sosialt arbeid, Bergen;;HELSEFAG - SOSIONOM;2022;54.5
Førstegangsvitnemålskvote;NORD;Hovedopptak;204 080;Sosialt arbeid, Bodø;;HELSEFAG - SOSIONOM;2022;37.1
Ordinær kvote;NORD;Hovedopptak;204 080;Sosialt arbeid, Bodø;;HELSEFAG - SOSIONOM;2022;45.2
Førstegangsvitnemålskvote;NORD;Suppleringsopptak;204 080;Sosialt arbeid, Bodø;;HELSEFAG - SOSIONOM;2022;32.9
Ordinær kvote;NORD;Suppleringsopptak;204 080;Sosialt arbeid, Bodø;;HELSEFAG - SOSIONOM;2022;44.4
Ordinær kvote;VID;Hovedopptak;251 081;Sosialt arbeid, deltid;;HELSEFAG - SOSIONOM;2022;46.8
Ordinær kvote;VID;Suppleringsopptak;251 081;Sosialt arbeid, deltid;;HELSEFAG - SOSIONOM;2022;46.7
Førstegangsvitnemålskvote;NORD;Hovedopptak;204 576;Sosialt arbeid, Levanger;;HELSEFAG - SOSIONOM;2022;39.5
Ordinær kvote;NORD;Hovedopptak;204 576;Sosialt arbeid, Levanger;;HELSEFAG - SOSIONOM;2022;46.1
Førstegangsvitnemålskvote;NORD;Suppleringsopptak;204 576;Sosialt arbeid, Levanger;;HELSEFAG - SOSIONOM;2022;36.8
Ordinær kvote;NORD;Suppleringsopptak;204 576;Sosialt arbeid, Levanger;;HELSEFAG - SOSIONOM;2022;45.2
Førstegangsvitnemålskvote;HVL;Hovedopptak;203 081;Sosialt arbeid, Sogndal;;HELSEFAG - SOSIONOM;2022;37.5
Ordinær kvote;HVL;Hovedopptak;203 081;Sosialt arbeid, Sogndal;;HELSEFAG - SOSIONOM;2022;45.4
Førstegangsvitnemålskvote;HVL;Suppleringsopptak;203 081;Sosialt arbeid, Sogndal;;HELSEFAG - SOSIONOM;2022;37.1
Ordinær kvote;HVL;Suppleringsopptak;203 081;Sosialt arbeid, Sogndal;;HELSEFAG - SOSIONOM;2022;45.1
Førstegangsvitnemålskvote;HVO;Hovedopptak;223 080;Sosialt arbeid, sosionom;;HELSEFAG - SOSIONOM;2022;34.1
Ordinær kvote;HVO;Hovedopptak;223 080;Sosialt arbeid, sosionom;;HELSEFAG - SOSIONOM;2022;44.8
Førstegangsvitnemålskvote;HVO;Suppleringsopptak;223 080;Sosialt arbeid, sosionom;;HELSEFAG - SOSIONOM;2022;32.6
Ordinær kvote;HVO;Suppleringsopptak;223 080;Sosialt arbeid, sosionom;;HELSEFAG - SOSIONOM;2022;44.8
Førstegangsvitnemålskvote;UIA;Hovedopptak;201 240;Sosiologi;;SAMFUNN;2022;40.4
Førstegangsvitnemålskvote;UIT;Hovedopptak;186 880;Sosiologi;;SAMFUNN;2022;0
Ordinær kvote;UIA;Hovedopptak;201 240;Sosiologi;;SAMFUNN;2022;44.8
Ordinær kvote;UIT;Hovedopptak;186 880;Sosiologi;;SAMFUNN;2022;0
Førstegangsvitnemålskvote;UIA;Suppleringsopptak;201 240;Sosiologi;;SAMFUNN;2022;39.1
Førstegangsvitnemålskvote;UIT;Suppleringsopptak;186 880;Sosiologi;;SAMFUNN;2022;0
Ordinær kvote;UIA;Suppleringsopptak;201 240;Sosiologi;;SAMFUNN;2022;44.8
Ordinær kvote;UIT;Suppleringsopptak;186 880;Sosiologi;;SAMFUNN;2022;0
Førstegangsvitnemålskvote;UIA;Hovedopptak;201 900;Sosiologi ;;SAMFUNN;2022;41.5
Ordinær kvote;UIA;Hovedopptak;201 900;Sosiologi ;;SAMFUNN;2022;44
Førstegangsvitnemålskvote;UIA;Suppleringsopptak;201 900;Sosiologi ;;SAMFUNN;2022;41.5
Ordinær kvote;UIA;Suppleringsopptak;201 900;Sosiologi ;;SAMFUNN;2022;44
Førstegangsvitnemålskvote;NORD;Hovedopptak;204 877;Sosiologi og samfunnsanalyse;;SAMFUNN;2022;0
Førstegangsvitnemålskvote;NORD;Hovedopptak;204 880;Sosiologi og samfunnsanalyse;;SAMFUNN;2022;0
Ordinær kvote;NORD;Hovedopptak;204 877;Sosiologi og samfunnsanalyse;;SAMFUNN;2022;0
Ordinær kvote;NORD;Hovedopptak;204 880;Sosiologi og samfunnsanalyse;;SAMFUNN;2022;0
Førstegangsvitnemålskvote;NORD;Suppleringsopptak;204 877;Sosiologi og samfunnsanalyse;;SAMFUNN;2022;0
Førstegangsvitnemålskvote;NORD;Suppleringsopptak;204 880;Sosiologi og samfunnsanalyse;;SAMFUNN;2022;0
Ordinær kvote;NORD;Suppleringsopptak;204 877;Sosiologi og samfunnsanalyse;;SAMFUNN;2022;0
Ordinær kvote;NORD;Suppleringsopptak;204 880;Sosiologi og samfunnsanalyse;;SAMFUNN;2022;0
Førstegangsvitnemålskvote;HVL;Hovedopptak;203 351;Sosiologi, årsstudium;;SAMFUNN;2022;0
Førstegangsvitnemålskvote;NTNU;Hovedopptak;194 240;Sosiologi, årsstudium;;SAMFUNN;2022;47.6
Førstegangsvitnemålskvote;UIB;Hovedopptak;184 240;Sosiologi, årsstudium;;SAMFUNN;2022;46.8
Førstegangsvitnemålskvote;UIO;Hovedopptak;185 240;Sosiologi, årsstudium;;SAMFUNN;2022;51.6
Ordinær kvote;HVL;Hovedopptak;203 351;Sosiologi, årsstudium;;SAMFUNN;2022;0
Ordinær kvote;NTNU;Hovedopptak;194 240;Sosiologi, årsstudium;;SAMFUNN;2022;50.3
Ordinær kvote;UIB;Hovedopptak;184 240;Sosiologi, årsstudium;;SAMFUNN;2022;52.2
Ordinær kvote;UIO;Hovedopptak;185 240;Sosiologi, årsstudium;;SAMFUNN;2022;56.2
Førstegangsvitnemålskvote;HVL;Suppleringsopptak;203 351;Sosiologi, årsstudium;;SAMFUNN;2022;0
Førstegangsvitnemålskvote;NTNU;Suppleringsopptak;194 240;Sosiologi, årsstudium;;SAMFUNN;2022;47.5
Førstegangsvitnemålskvote;UIB;Suppleringsopptak;184 240;Sosiologi, årsstudium;;SAMFUNN;2022;46.7
Førstegangsvitnemålskvote;UIO;Suppleringsopptak;185 240;Sosiologi, årsstudium;;SAMFUNN;2022;50
Ordinær kvote;HVL;Suppleringsopptak;203 351;Sosiologi, årsstudium;;SAMFUNN;2022;0
Ordinær kvote;NTNU;Suppleringsopptak;194 240;Sosiologi, årsstudium;;SAMFUNN;2022;49.6
Ordinær kvote;UIB;Suppleringsopptak;184 240;Sosiologi, årsstudium;;SAMFUNN;2022;52.2
Ordinær kvote;UIO;Suppleringsopptak;185 240;Sosiologi, årsstudium;;SAMFUNN;2022;53.2
Førstegangsvitnemålskvote;HVL;Hovedopptak;203 927;Sosiologi, bachelor;;SAMFUNN;2022;0
Førstegangsvitnemålskvote;NTNU;Hovedopptak;194 880;Sosiologi, bachelor;;SAMFUNN;2022;42.9
Førstegangsvitnemålskvote;UIB;Hovedopptak;184 880;Sosiologi, bachelor;;SAMFUNN;2022;39.1
Førstegangsvitnemålskvote;UIO;Hovedopptak;185 880;Sosiologi, bachelor;;SAMFUNN;2022;46.2
Førstegangsvitnemålskvote;UIS;Hovedopptak;217 880;Sosiologi, bachelor;;SAMFUNN;2022;34.5
Førstegangsvitnemålskvote;USN;Hovedopptak;222 880;Sosiologi, bachelor;;SAMFUNN;2022;32.2
Ordinær kvote;HVL;Hovedopptak;203 927;Sosiologi, bachelor;;SAMFUNN;2022;0
Ordinær kvote;NTNU;Hovedopptak;194 880;Sosiologi, bachelor;;SAMFUNN;2022;45.2
Ordinær kvote;UIB;Hovedopptak;184 880;Sosiologi, bachelor;;SAMFUNN;2022;41.2
Ordinær kvote;UIO;Hovedopptak;185 880;Sosiologi, bachelor;;SAMFUNN;2022;50.8
Ordinær kvote;UIS;Hovedopptak;217 880;Sosiologi, bachelor;;SAMFUNN;2022;41.4
Ordinær kvote;USN;Hovedopptak;222 880;Sosiologi, bachelor;;SAMFUNN;2022;43.7
Førstegangsvitnemålskvote;HVL;Suppleringsopptak;203 927;Sosiologi, bachelor;;SAMFUNN;2022;0
Førstegangsvitnemålskvote;NTNU;Suppleringsopptak;194 880;Sosiologi, bachelor;;SAMFUNN;2022;40.8
Førstegangsvitnemålskvote;UIB;Suppleringsopptak;184 880;Sosiologi, bachelor;;SAMFUNN;2022;39
Førstegangsvitnemålskvote;UIO;Suppleringsopptak;185 880;Sosiologi, bachelor;;SAMFUNN;2022;45
Førstegangsvitnemålskvote;UIS;Suppleringsopptak;217 880;Sosiologi, bachelor;;SAMFUNN;2022;34.3
Førstegangsvitnemålskvote;USN;Suppleringsopptak;222 880;Sosiologi, bachelor;;SAMFUNN;2022;0
Ordinær kvote;HVL;Suppleringsopptak;203 927;Sosiologi, bachelor;;SAMFUNN;2022;0
Ordinær kvote;NTNU;Suppleringsopptak;194 880;Sosiologi, bachelor;;SAMFUNN;2022;44.7
Ordinær kvote;UIB;Suppleringsopptak;184 880;Sosiologi, bachelor;;SAMFUNN;2022;41
Ordinær kvote;UIO;Suppleringsopptak;185 880;Sosiologi, bachelor;;SAMFUNN;2022;50.7
Ordinær kvote;UIS;Suppleringsopptak;217 880;Sosiologi, bachelor;;SAMFUNN;2022;41.4
Ordinær kvote;USN;Suppleringsopptak;222 880;Sosiologi, bachelor;;SAMFUNN;2022;43.1
Førstegangsvitnemålskvote;NORD;Hovedopptak;204 249;Sosiologi, Bodø;;SAMFUNN;2022;0
Ordinær kvote;NORD;Hovedopptak;204 249;Sosiologi, Bodø;;SAMFUNN;2022;0
Førstegangsvitnemålskvote;NORD;Suppleringsopptak;204 249;Sosiologi, Bodø;;SAMFUNN;2022;0
Ordinær kvote;NORD;Suppleringsopptak;204 249;Sosiologi, Bodø;;SAMFUNN;2022;0
Førstegangsvitnemålskvote;NORD;Hovedopptak;204 240;Sosiologi, Levanger;;SAMFUNN;2022;0
Ordinær kvote;NORD;Hovedopptak;204 240;Sosiologi, Levanger;;SAMFUNN;2022;0
Førstegangsvitnemålskvote;NORD;Suppleringsopptak;204 240;Sosiologi, Levanger;;SAMFUNN;2022;0
Ordinær kvote;NORD;Suppleringsopptak;204 240;Sosiologi, Levanger;;SAMFUNN;2022;0
Førstegangsvitnemålskvote;HIØ;Hovedopptak;224 912;Spansk;;SPRÅK;2022;0
